case_id,Fnh3,Fco2,Ft_UREA-OUT,QB3,QB6,QB27,QB10_hot,QB10_cold,QB7_reb,QB7_cond,QB25_reb,QB28_reb,QB28_cond,QR01,Wurea,run_ok,error_message,elapsed_sec,completed_at
98,3.375,275.08333333333337,11.0844956,-0.00261142294,0.000770421282,-0.000403604262,1.0,1.0,0.00527236222,-0.0186270982,0.0119422948,0.0405522271,0.0431902741,-0.0104272851,0.147428272,1,,3.007,2026-04-14T15:19:22
99,3.375,287.5416666666667,11.0442252,-0.00260638868,0.000770421282,0.000495804392,1.0,1.0,0.00550516212,-0.019480598,0.0119422948,0.0403991083,0.0430272125,-0.0103249406,0.147611968,1,,3.255,2026-04-14T15:19:25
100,3.375,300.0,11.0068281,-0.00260407431,0.000770421282,0.00139676373,1.0,1.0,0.00573605611,-0.0203337348,0.0119422948,0.0402407795,0.0428586519,-0.0102316703,0.14829613,1,,2.791,2026-04-14T15:19:28
101,4.166666666666666,1.0,10.2017917,-0.00716259729,0.000951137385,-0.00852982862,1.0,1.0,0.000595094643,-0.000643220072,0.0119422948,0.04133139,0.0440141562,5.5488559e-05,0.00960484745,1,,4.87,2026-04-14T15:19:33
102,4.166666666666666,13.458333333333334,10.9188908,-0.00319861171,0.000951137385,-0.0201284503,1.0,1.0,0.00140905197,-0.00198248009,0.0119422948,0.0434604289,0.046281403,-0.0021687746,0.0345670886,1,,4.043,2026-04-14T15:19:37
103,4.166666666666666,25.916666666666668,11.8148582,-0.00304134063,0.000951137385,-0.0179514523,1.0,1.0,0.00104687028,-0.00192944693,0.0119422948,0.0434127691,0.046236328,-0.00957946681,0.141837801,1,,5.154,2026-04-14T15:19:42
104,4.166666666666666,38.375,12.1026652,-0.00285934681,0.000951137385,-0.0171552526,1.0,1.0,0.000931529835,-0.00235316636,0.0119422948,0.043418322,0.0462457491,-0.0125680795,0.172280839,1,,4.433,2026-04-14T15:19:46
105,4.166666666666666,50.833333333333336,12.0636501,-0.00285402594,0.000951137385,-0.0161624372,1.0,1.0,0.00109967975,-0.00320667998,0.0119422948,0.0432711734,0.046089045,-0.0125994039,0.172489612,1,,3.764,2026-04-14T15:19:50
106,4.166666666666666,63.29166666666667,12.0225563,-0.00284877206,0.000951137385,-0.0151650814,1.0,1.0,0.00131906892,-0.00406008218,0.0119422948,0.0431130273,0.045920641,-0.0126156087,0.172802607,1,,3.303,2026-04-14T15:19:53
107,4.166666666666666,75.75,11.9832343,-0.00284397484,0.000951137385,-0.0141823244,1.0,1.0,0.00155415586,-0.00491381589,0.0119422948,0.0429606949,0.0457584312,-0.0126180144,0.173133477,1,,3.239,2026-04-14T15:19:57
108,4.166666666666666,88.20833333333334,11.9438542,-0.00283932779,0.000951137385,-0.0132172058,1.0,1.0,0.00179190471,-0.00576775902,0.0119422948,0.0428069556,0.0455947278,-0.0126084086,0.173501659,1,,3.394,2026-04-14T15:20:00
109,4.166666666666666,100.66666666666667,11.9035927,-0.00283422314,0.000951137385,-0.0122541333,1.0,1.0,0.00203049227,-0.0066210897,0.0119422948,0.0426535824,0.0454314009,-0.0125890693,0.173768586,1,,3.563,2026-04-14T15:20:04
110,4.166666666666666,113.125,11.8659322,-0.00283011297,0.000951137385,-0.0113028297,1.0,1.0,0.00226996052,-0.00747455692,0.0119422948,0.0425035777,0.045271686,-0.0125624105,0.174210653,1,,3.73,2026-04-14T15:20:07
