case_id,Fnh3,Fco2
380,9.375,8.333333333333334
381,9.375,10.416666666666668
382,9.375,12.5
383,9.375,14.583333333333334
384,9.375,16.666666666666668
385,9.375,18.75
386,9.375,20.833333333333336
387,9.375,22.916666666666668
388,9.375,25.0
389,9.375,27.083333333333336
390,9.375,29.166666666666668
391,9.375,31.250000000000004
392,9.375,33.333333333333336
393,9.375,35.41666666666667
394,9.375,37.5
395,9.375,39.583333333333336
396,9.375,41.66666666666667
397,9.375,43.75
398,9.375,45.833333333333336
399,9.375,47.91666666666667
400,9.375,50.0
401,9.666666666666668,0.0
402,9.666666666666668,2.0833333333333335
403,9.666666666666668,4.166666666666667
404,9.666666666666668,6.25
405,9.666666666666668,8.333333333333334
406,9.666666666666668,10.416666666666668
407,9.666666666666668,12.5
408,9.666666666666668,14.583333333333334
409,9.666666666666668,16.666666666666668
410,9.666666666666668,18.75
411,9.666666666666668,20.833333333333336
412,9.666666666666668,22.916666666666668
413,9.666666666666668,25.0
414,9.666666666666668,27.083333333333336
415,9.666666666666668,29.166666666666668
416,9.666666666666668,31.250000000000004
417,9.666666666666668,33.333333333333336
418,9.666666666666668,35.41666666666667
419,9.666666666666668,37.5
420,9.666666666666668,39.583333333333336
421,9.666666666666668,41.66666666666667
422,9.666666666666668,43.75
423,9.666666666666668,45.833333333333336
424,9.666666666666668,47.91666666666667
425,9.666666666666668,50.0
426,9.958333333333334,0.0
427,9.958333333333334,2.0833333333333335
428,9.958333333333334,4.166666666666667
429,9.958333333333334,6.25
430,9.958333333333334,8.333333333333334
431,9.958333333333334,10.416666666666668
432,9.958333333333334,12.5
433,9.958333333333334,14.583333333333334
434,9.958333333333334,16.666666666666668
435,9.958333333333334,18.75
436,9.958333333333334,20.833333333333336
437,9.958333333333334,22.916666666666668
438,9.958333333333334,25.0
439,9.958333333333334,27.083333333333336
440,9.958333333333334,29.166666666666668
441,9.958333333333334,31.250000000000004
442,9.958333333333334,33.333333333333336
443,9.958333333333334,35.41666666666667
444,9.958333333333334,37.5
445,9.958333333333334,39.583333333333336
446,9.958333333333334,41.66666666666667
447,9.958333333333334,43.75
448,9.958333333333334,45.833333333333336
449,9.958333333333334,47.91666666666667
450,9.958333333333334,50.0
451,10.25,0.0
452,10.25,2.0833333333333335
453,10.25,4.166666666666667
454,10.25,6.25
455,10.25,8.333333333333334
456,10.25,10.416666666666668
457,10.25,12.5
458,10.25,14.583333333333334
459,10.25,16.666666666666668
460,10.25,18.75
461,10.25,20.833333333333336
462,10.25,22.916666666666668
463,10.25,25.0
464,10.25,27.083333333333336
465,10.25,29.166666666666668
466,10.25,31.250000000000004
467,10.25,33.333333333333336
468,10.25,35.41666666666667
469,10.25,37.5
470,10.25,39.583333333333336
471,10.25,41.66666666666667
472,10.25,43.75
473,10.25,45.833333333333336
474,10.25,47.91666666666667
475,10.25,50.0
476,10.541666666666668,0.0
477,10.541666666666668,2.0833333333333335
478,10.541666666666668,4.166666666666667
479,10.541666666666668,6.25
480,10.541666666666668,8.333333333333334
