case_id,Ft,Fh2,NO3In_H2O_Flow,NO3In_CL_Flow,NO3In_NA_Flow,NO3In_NO3_Flow,NO3In_SO4_Flow
253,8741.666666666666,5.833333333333333,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
254,8741.666666666666,6.25,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
255,8741.666666666666,6.666666666666667,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
256,8741.666666666666,7.083333333333334,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
257,8741.666666666666,7.5,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
258,8741.666666666666,7.916666666666667,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
259,8741.666666666666,8.333333333333334,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
260,8741.666666666666,8.75,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
261,8741.666666666666,9.166666666666668,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
262,8741.666666666666,9.583333333333334,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
263,8741.666666666666,10.0,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
264,8741.666666666666,10.416666666666668,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
265,8741.666666666666,10.833333333333334,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
266,8741.666666666666,11.25,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
267,8741.666666666666,11.666666666666668,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
268,8741.666666666666,12.083333333333334,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
269,8741.666666666666,12.5,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
270,8741.666666666666,12.916666666666668,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
271,8741.666666666666,13.333333333333334,7837.690916666666,466.805,339.96341666666666,80.86041666666665,16.346916666666665
